,sedol,name,symbol,sector,country,weight,date
12242,BSBMM0,"CGN Power Co., Ltd. Class H",1816-HK,Utilities,China,0.153008,2025-07-31
12243,B0B8Z1,"COSCO SHIPPING Holdings Co., Ltd. Class H",1919-HK,Industrials,China,0.202247,2025-07-31
12244,BGN971,Haidilao International Holding Ltd.,6862-HK,Consumer Discretionary,China,0.113839,2025-07-31
12245,B57JY2,"China Minsheng Banking Corp., Ltd. Class H",1988-HK,Financials,China,0.153976,2025-07-31
12246,671156,China Resources Power Holdings Co. Ltd.,836-HK,Utilities,China,0.197083,2025-07-31
12247,670789,AviChina Industry & Technology Co. Ltd. Class H,2357-HK,Industrials,China,0.063421,2025-07-31
12248,671897,China Life Insurance Co. Ltd. Class H,2628-HK,Financials,China,0.827918,2025-07-31
12249,671825,"Great Wall Motor Co., Ltd. Class H",2333-HK,Consumer Discretionary,China,0.145609,2025-07-31
12250,B1JNK8,China Coal Energy Co. Ltd. Class H,1898-HK,Energy,China,0.0970064,2025-07-31
12251,B1G1QD,Industrial and Commercial Bank of China Limited Class H,1398-HK,Financials,China,1.91651,2025-07-31
12252,B1L3XL,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",3898-HK,Industrials,China,0.0702656,2025-07-31
12253,B28XTR,GCL Technology Holdings Limited,3800-HK,Information Technology,China,0.130374,2025-07-31
12254,632758,"Kingdee International Software Group Co., Ltd.",268-HK,Information Technology,China,0.269963,2025-07-31
12255,B1VRCG,CMOC Group Limited Class H,3993-HK,Materials,China,0.163381,2025-07-31
12256,B1W0JF,China CITIC Bank Corporation Ltd Class H,998-HK,Financials,China,0.292624,2025-07-31
12257,B24FZ3,Bosideng International Holdings Limited,3998-HK,Consumer Discretionary,China,0.101106,2025-07-31
12258,B296ZH,Sinotruk Hong Kong Ltd.,3808-HK,Industrials,China,0.0808491,2025-07-31
12259,B29SHS,"BYD Electronic (International) Co., Ltd.",285-HK,Information Technology,China,0.12689,2025-07-31
12260,BGJW37,Meituan Class B,3690-HK,Consumer Discretionary,China,2.95996,2025-07-31
12261,BK4PZC,"Wingtech Technology Co., Ltd. Class A",,Information Technology,China,0.0146958,2025-07-31
12262,BFY8GV,"Shennan Circuit Co., Ltd. Class A",,Information Technology,China,0.0302684,2025-07-31
12263,87408010,TAL Education Group Sponsored ADR Class A,TAL-US,Consumer Discretionary,China,0.173161,2025-07-31
12264,BTFRHZ,"Jiangsu King's Luck Brewery Joint-stock Co., Ltd. Class A",,Consumer Staples,China,0.0156501,2025-07-31
12265,B2R2ZC,CRRC Corporation Limited Class H,1766-HK,Industrials,China,0.116292,2025-07-31
12266,B4Q2TX,China Longyuan Power Group Corporation Ltd Class H,916-HK,Utilities,China,0.109294,2025-07-31
12267,BRXVS6,Alibaba Health Information Technology Ltd.,241-HK,Consumer Staples,China,0.134427,2025-07-31
12268,B2Q5H5,"China Pacific Insurance (Group) Co., Ltd. Class H",2601-HK,Financials,China,0.408105,2025-07-31
12269,B5NRRJ,"China Everbright Bank Co., Ltd. Class H",6818-HK,Financials,China,0.0572014,2025-07-31
12270,BYP71J,China Literature Ltd.,772-HK,Communication Services,China,0.061961,2025-07-31
12271,BNMBPD,"JD Logistics, Inc.",2618-HK,Industrials,China,0.133155,2025-07-31
12272,B60LZR,Agricultural Bank of China Limited Class H,1288-HK,Financials,China,0.696789,2025-07-31
12273,BD760S,"Ingenic Semiconductor Co., Ltd Class A",,Information Technology,China,0.0102695,2025-07-31
12274,BRB385,Hua Hong Semiconductor Ltd.,1347-HK,Information Technology,China,0.130841,2025-07-31
12275,B4Q1Y5,Chongqing Rural Commercial Bank Co. Ltd. Class H,3618-HK,Financials,China,0.06892,2025-07-31
12276,B44ZV9,China Hongqiao Group Ltd.,1378-HK,Materials,China,0.287067,2025-07-31
12277,B63DLB,Far East Horizon Limited,3360-HK,Financials,China,0.0761276,2025-07-31
12278,BDZRFN,"CSC Financial Co., Ltd. Class A",,Financials,China,0.0353754,2025-07-31
12279,BTFRHX,Foshan Haitian Flavouring and Food Company Ltd. Class A,,Consumer Staples,China,0.0567732,2025-07-31
12280,B6SPB4,CITIC Securities Co. Ltd. Class H,6030-HK,Financials,China,0.212197,2025-07-31
12281,BDF57C,"360 Security Technology, Inc. Class A",,Information Technology,China,0.0252689,2025-07-31
12282,B5730Z,"New China Life Insurance Co., Ltd. Class H",1336-HK,Financials,China,0.22895,2025-07-31
12283,B4R39F,Chow Tai Fook Jewellery Group Limited,1929-HK,Consumer Discretionary,China,0.128563,2025-07-31
12284,BP3RJG,"Ningbo Sanxing Medical Electric Co., Ltd. Class A",,Industrials,China,0.0101381,2025-07-31
12285,BP3RH1,"Angel Yeast Co., Ltd. Class A",,Consumer Staples,China,0.00952417,2025-07-31
12286,BP3RFY,"Sailun Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0135405,2025-07-31
12287,BP3RFS,"Hengtong Optic-Electric Co., Ltd. Class A",,Information Technology,China,0.0125538,2025-07-31
12288,BP3RFJ,"Jiangsu Hengli Hydraulic Co., Ltd. Class A",,Industrials,China,0.0315273,2025-07-31
12289,BP3RDW,"China Jushi Co., Ltd. Class A",,Materials,China,0.0158456,2025-07-31
12290,BP3RDC,"Shandong Hualu-Hengsheng Chemical Co., Ltd. Class A",,Materials,China,0.016266,2025-07-31
12291,BP3RCZ,Chongqing Brewery Co.Ltd Class A,,Consumer Staples,China,0.00853795,2025-07-31
12292,BP3RCV,"Hangzhou Silan Microelectronics Co., Ltd. Class A",,Information Technology,China,0.0136044,2025-07-31
12293,BP3RCQ,"JCET Group Co., Ltd. Class A",,Information Technology,China,0.0200486,2025-07-31
12294,BP3RCN,"Shanghai Baosight Software Co., Ltd. Class A",,Information Technology,China,0.0170719,2025-07-31
12295,BP3RCK,Tongwei Co. Ltd. Class A,,Information Technology,China,0.029384,2025-07-31
12296,BP3RC3,"Shengyi Technology Co., Ltd. Class A",,Information Technology,China,0.0333111,2025-07-31
12297,BP3RBJ,Yunnan Yuntianhua Co. Ltd. Class A,,Materials,China,0.0144513,2025-07-31
12298,BP3RBG,"Sichuan Road & Bridge Co., Ltd. Class A",,Industrials,China,0.0154159,2025-07-31
12299,BP3RBC,Liaoning Port Company Limited Class A,,Industrials,China,0.00916338,2025-07-31
12300,BP3R9Y,"COSCO SHIPPING Energy Transportation Co., Ltd. Class A",,Energy,China,0.0111788,2025-07-31
12301,BP3R9T,"Jiangsu Zhongtian Technology Co., Ltd. Class A",,Industrials,China,0.0151014,2025-07-31
12302,BP3R9J,Beijing Tiantan Biological Products Corporation Limited Class A,,Health Care,China,0.0126471,2025-07-31
12303,BP3R9D,"Shandong Nanshan Aluminium Co., Ltd. Class A",,Materials,China,0.0145814,2025-07-31
12304,BP3R98,"Zhejiang Juhua Co., Ltd. Class A",,Materials,China,0.0230892,2025-07-31
12305,BP3R94,China National Software & Service Company Limited Class A,,Information Technology,China,0.014221,2025-07-31
12306,BP3R92,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd. Class A",,Real Estate,China,0.0159316,2025-07-31
12307,BP3R82,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,,Consumer Staples,China,0.0697651,2025-07-31
12308,BP3R7Z,"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0383544,2025-07-31
12309,BP3R7X,"Western Mining Co., Ltd. Class A",,Materials,China,0.0127063,2025-07-31
12310,BP3R7B,"Inner Mongolia Junzheng Energy & Chemical Group Co., Ltd. Class A",,Materials,China,0.0143953,2025-07-31
12311,BP3R78,Zhejiang China Commodities City Group Co. Ltd. Class A,,Consumer Discretionary,China,0.0373153,2025-07-31
12312,BP3R71,"Humanwell Healthcare (Group) Co.,Ltd. Class A",,Health Care,China,0.0113573,2025-07-31
12313,BP3R70,"Yunnan Chihong Zinc & Germanium Co., Ltd. Class A",,Materials,China,0.0088972,2025-07-31
12314,BP3R6Z,Soochow Securities Co Ltd Class A,,Financials,China,0.0151595,2025-07-31
12315,BP3R6T,Avicopter Plc Class A,,Industrials,China,0.0103674,2025-07-31
12316,BP3R6R,"Youngor Fashion Co., Ltd. Class A",,Real Estate,China,0.0108565,2025-07-31
12317,BP3R6L,Xiamen C&D Inc. Class A,,Industrials,China,0.00954707,2025-07-31
12318,BP3R6K,"Fuyao Glass Industry Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0349772,2025-07-31
12319,BP3R6G,China Southern Airlines Company Limited Class A,,Industrials,China,0.0203437,2025-07-31
12320,BP3R6F,Xiamen Tungsten Co. Ltd. Class A,,Materials,China,0.0117771,2025-07-31
12321,BP3R6C,Yonyou Network Technology Co. Ltd. Class A,,Information Technology,China,0.0172917,2025-07-31
12322,BP3R6B,Hundsun Technologies Inc. Class A,,Information Technology,China,0.0218783,2025-07-31
12323,BP3R68,"Shanxi Lu'An Environmental Energy Development Co., Ltd. Class A",,Energy,China,0.013112,2025-07-31
12324,BP3R67,"China XD Electric Co., Ltd. Class A",,Industrials,China,0.0107262,2025-07-31
12325,BP3R63,Huadian Power International Corp. Ltd. Class A,,Utilities,China,0.0144099,2025-07-31
12326,BP3R60,Dongfang Electric Corporation Limited Class A,,Industrials,China,0.0196853,2025-07-31
12327,BP3R5X,China Eastern Airlines Corporation Limited Class A,,Industrials,China,0.0207225,2025-07-31
12328,BP3R5V,"Shenergy Co., Ltd. Class A",,Utilities,China,0.0127742,2025-07-31
12329,BP3R5T,"Yutong Bus Co., Ltd. Class A",,Industrials,China,0.0176259,2025-07-31
12330,BP3R5S,Yankuang Energy Group Company Limited Class A,,Energy,China,0.024047,2025-07-31
12331,BP3R5Q,"Yonghui Superstores Co., Ltd. Class A",,Consumer Staples,China,0.0137135,2025-07-31
12332,BP3R5L,"Jinduicheng Molybdenum Co., Ltd. Class A",,Materials,China,0.0132667,2025-07-31
12333,BP3R5K,"Zhejiang Chint Electrics Co., Ltd Class A",,Industrials,China,0.0156189,2025-07-31
12334,BP3R5F,"Jiangsu Phoenix Publishing & Media Corp., Ltd. Class A",,Communication Services,China,0.00887833,2025-07-31
12335,BP3R5D,"Shandong Gold Mining Co., Ltd. Class A",,Materials,China,0.0339143,2025-07-31
12336,BP3R5C,"Beijing TongRenTang Co., Ltd. Class A",,Health Care,China,0.0157691,2025-07-31
12337,BP3R5B,"China Industrial Securities Co., Ltd. Class A",,Financials,China,0.0179334,2025-07-31
12338,BP3R58,"Zhongjin Gold Corp., Ltd. Class A",,Materials,China,0.0221759,2025-07-31
12339,BP3R57,CMOC Group Limited Class A,,Materials,China,0.0501698,2025-07-31
12340,BP3R55,"COSCO SHIPPING Holdings Co., Ltd. Class A",,Industrials,China,0.0632665,2025-07-31
12341,BP3R52,"Bank of Nanjing Co., Ltd. Class A",,Financials,China,0.0406186,2025-07-31
12342,BP3R51,AECC Aviation Power Co Ltd Class A,,Industrials,China,0.0360735,2025-07-31
12343,BP3R4Z,Shanghai Pharmaceuticals Holding Co. Ltd. Class A,,Health Care,China,0.0169667,2025-07-31
12344,BP3R4Y,"Sichuan Chuantou Energy Co., Ltd. Class A",,Utilities,China,0.0242786,2025-07-31
12345,BP3R4W,Zhejiang Longsheng Group Co. Ltd. Class A,,Materials,China,0.0110068,2025-07-31
12346,BP3R4V,"Sinolink Securities Co., Ltd. Class A",,Financials,China,0.0110186,2025-07-31
12347,BP3R4T,Huayu Automotive Systems Company Limited Class A,,Consumer Discretionary,China,0.0177069,2025-07-31
12348,BP3R4R,Jiangxi Copper Company Limited Class A,,Materials,China,0.014904,2025-07-31
12349,BP3R4Q,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited Class A,,Health Care,China,0.0120641,2025-07-31
12350,BP3R4P,"Shanghai International Airport Co., Ltd. Class A",,Industrials,China,0.0127917,2025-07-31
12351,BP3R4N,China CSSC Holdings Limited Class A,,Industrials,China,0.0490518,2025-07-31
12352,BP3R4M,"Power Construction Corporation of China, Ltd. Class A",,Industrials,China,0.0375878,2025-07-31
12353,BP3R4K,Metallurgical Corporation of China Ltd. Class A,,Industrials,China,0.0172815,2025-07-31
12354,BP3R4J,"China National Chemical Engineering Co., Ltd Class A",,Industrials,China,0.0155932,2025-07-31
12355,BP3R4H,"TBEA Co., Ltd. Class A",,Industrials,China,0.0218084,2025-07-31
12356,BP3R4G,Air China Limited Class A,,Industrials,China,0.0299283,2025-07-31
12357,BP3R4D,Aluminum Corporation of China Limited Class A,,Materials,China,0.0313606,2025-07-31
12358,BP3R49,"Tsingtao Brewery Co., Ltd. Class A",,Consumer Staples,China,0.0153872,2025-07-31
12359,BP3R48,Inner Mongolia Baotou Steel Union Co. Ltd. Class A,,Materials,China,0.0389206,2025-07-31
12360,BP3R47,"Guangzhou Automobile Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0148415,2025-07-31
12361,BP3R46,China Tourism Group Duty Free Corporation Limited Class A,,Consumer Discretionary,China,0.04052,2025-07-31
12362,BP3R44,"NARI Technology Co., Ltd. Class A",,Industrials,China,0.0561453,2025-07-31
12363,BP3R43,"SDIC Power Holdings Co., Ltd. Class A",,Utilities,China,0.0402766,2025-07-31
12364,BP3R41,"Founder Securities Co., Ltd. Class A",,Financials,China,0.0213552,2025-07-31
12365,BP3R40,"Zijin Mining Group Co., Ltd. Class A",,Materials,China,0.125961,2025-07-31
12366,92763W10,Vipshop Holdings Ltd Sponsored ADR,VIPS-US,Consumer Discretionary,China,0.18991,2025-07-31
12367,BP3R3W,"Datang International Power Generation Co., Ltd. Class A",,Utilities,China,0.0134648,2025-07-31
12368,BP3R3T,Shanghai Electric Group Company Limited Class A,,Industrials,China,0.0314551,2025-07-31
12369,BP3R3S,Wanhua Chemical Group Co. Ltd. Class A,,Materials,China,0.0625015,2025-07-31
12370,BP3R3R,"Sanan Optoelectronics Co., Ltd. Class A",,Information Technology,China,0.0199234,2025-07-31
12371,BP3R3N,"Guanghui Energy Co., Ltd. Class A",,Energy,China,0.011369,2025-07-31
12372,BP3R3M,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class A",,Health Care,China,0.018681,2025-07-31
12373,BP3R3L,China Construction Bank Corporation Class A,,Financials,China,0.0636819,2025-07-31
12374,BP3R3J,"GD Power Development Co., Ltd Class A",,Utilities,China,0.0260971,2025-07-31
12375,BP3R3H,"Sany Heavy Industry Co., Ltd. Class A",,Industrials,China,0.0539885,2025-07-31
12376,BP3R3G,"Haier Smart Home Co., Ltd. Class A",,Consumer Discretionary,China,0.0496343,2025-07-31
12377,BP3R3F,"New China Life Insurance Co., Ltd. Class A",,Financials,China,0.0444853,2025-07-31
12378,BP3R3D,China Railway Group Limited Class A,,Industrials,China,0.0373279,2025-07-31
12379,BP3R3B,"Huatai Securities Co., Ltd. Class A",,Financials,China,0.046813,2025-07-31
12380,BP3R37,"China Northern Rare Earth (Group) High-Tech Co., Ltd. Class A",,Materials,China,0.0433097,2025-07-31
12381,BP3R36,"Jiangsu Hengrui Pharmaceuticals Co., Ltd. Class A",,Health Care,China,0.128186,2025-07-31
12382,BP3R35,CRRC Corporation Limited Class A,,Industrials,China,0.0574361,2025-07-31
12383,BP3R33,"Poly Developments & Holdings Group Co., Ltd. Class A",,Real Estate,China,0.0305176,2025-07-31
12384,BP3R32,"Great Wall Motor Co., Ltd. Class A",,Consumer Discretionary,China,0.0172501,2025-07-31
12385,BP3R31,"Huaneng Power International, Inc. Class A",,Utilities,China,0.0214616,2025-07-31
12386,BP3R30,"China Merchants Securities Co., Ltd. Class A",,Financials,China,0.0423962,2025-07-31
12387,BP3R2Z,Anhui Conch Cement Company Limited Class A,,Materials,China,0.0300924,2025-07-31
12388,BP3R2Y,"Baoshan Iron & Steel Co., Ltd. Class A",,Materials,China,0.0513747,2025-07-31
12389,BP3R2X,China United Network Communications Limited Class A,,Communication Services,China,0.0535369,2025-07-31
12390,BP3R2W,"Bank of Beijing Co., Ltd. Class A",,Financials,China,0.0435676,2025-07-31
12391,BP3R2V,"Inner Mongolia Yili Industrial Group Co., Ltd. Class A",,Consumer Staples,China,0.0557451,2025-07-31
12392,BP3R2T,"Hua Xia Bank Co., Limited Class A",,Financials,China,0.0336844,2025-07-31
12393,BP3R2Q,China State Construction Engineering Corp. Ltd. Class A,,Industrials,China,0.0747169,2025-07-31
12394,BP3R2P,"China Everbright Bank Co., Ltd. Class A",,Financials,China,0.0600447,2025-07-31
12395,BP3R2N,"Daqin Railway Co., Ltd. Class A",,Industrials,China,0.0420949,2025-07-31
12396,BP3R2M,"China Yangtze Power Co., Ltd. Class A",,Utilities,China,0.217625,2025-07-31
12397,BP3R2K,"China Pacific Insurance (Group) Co., Ltd. Class A",,Financials,China,0.0819184,2025-07-31
12398,BP3R2J,CITIC Securities Co. Ltd. Class A,,Financials,China,0.113532,2025-07-31
12399,BP3R2G,"Bank of Communications Co., Ltd. Class A",,Financials,China,0.130392,2025-07-31
12400,BP3R2F,"Kweichow Moutai Co., Ltd. Class A",,Consumer Staples,China,0.570551,2025-07-31
12401,BP3R2D,SAIC Motor Corporation Limited Class A,,Consumer Discretionary,China,0.0423547,2025-07-31
